Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK2169,Indonesia,Asia Pacific,Non-Binary,20,2024,Undergraduate,Universitas Muhammadiyah Malang  ,No,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,No,South Korea,89,28,71,30,96,25,85.33,66,67,72.78,Fail
MCK2170,Mexico,North America,Female,32,2018,MBA,Universidad Autónoma de Baja California  ,Yes,Student,Accountant,Finance,Yes,No,Thailand,88,18,68,30,69,15,75,96,86,85.67,Pass
MCK2171,Azerbaijan,Asia Pacific,Male,24,2018,Masters,Azerbaijan State Economic University (UNEC)  ,Yes,Employed,Junior Associate,Consulting,No,No,Dominican Republic,73,30,60,35,73,34,68.67,63,86,72.56,Fail
MCK2172,France,Europe,Female,21,2018,Undergraduate,Université de Poitiers  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,No,No,Brazil,57,31,64,35,66,32,62.33,82,78,74.11,Fail
MCK2173,Angola,Africa,Non-Binary,28,2018,Masters,Mandume ya Ndemufayo University  ,No,Employed,Data Analyst,Analytics,No,No,Egypt,80,34,51,35,60,32,63.67,70,66,66.56,Fail
MCK2174,Turkey,Europe,Non-Binary,28,2020,Masters,Beylikdüzü University  ,Yes,Unemployed,Finance Analyst,Finance,No,No,Kazakhstan,78,34,67,34,61,32,68.67,86,64,72.89,Fail
MCK2175,Switzerland,Europe,Male,22,2021,Undergraduate,University of Lausanne Faculty of Arts  ,Yes,Self Employed,Data Engineer,Analytics,No,No,Angola,95,30,80,33,46,35,73.67,93,79,81.89,Pass
MCK2176,United Kingdom,Europe,Non-Binary,30,2024,Medical Doctor,King's College,No,Unemployed,Office Services Administrator,Global Administration,Yes,No,Indonesia,63,19,62,24,76,16,67,95,76,79.33,Pass
MCK2177,Bahrain,Middle East,Female,24,2018,Masters,RCSI University of Medicine and Health Sciences  ,No,Self Employed,Accountant,Finance,No,No,New Zealand,100,34,62,33,68,31,76.67,100,93,89.89,Pass
MCK2178,Canada,North America,Male,28,2021,Law,University of New Brunswick  ,Yes,Student,Office Services Administrator,Global Administration,Yes,No,Australia,58,27,36,20,68,15,54,89,80,74.33,Fail
MCK2179,Australia,Asia Pacific,Female,31,2023,MBA,Southern Cross University  ,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,No,Portugal,100,30,57,27,58,24,71.67,92,64,75.89,Pass
MCK2180,Saudi Arabia,Middle East,Non-Binary,27,2019,Post-Ph.D.,University of Jeddah Faculty of Medicine  ,No,Unemployed,Consultant,Consulting,No,Yes,Spain,82,22,30,21,71,28,61,65,95,73.67,Fail
MCK2181,Japan,Asia Pacific,Male,28,2023,Masters,Rikkyo University  ,No,Unemployed,Data Analyst,Analytics,No,Yes,Qatar,87,23,46,18,91,24,74.67,89,84,82.56,Pass
MCK2182,Argentina,Central and South America,Non-Binary,18,2020,Undergraduate,University of Palermo  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,No,Yes,Spain,85,29,81,30,49,17,71.67,86,77,78.22,Pass
MCK2183,Greater China,Asia Pacific,Non-Binary,24,2018,Undergraduate,Jilin University  ,No,Student,Accountant,Finance,No,Yes,Singapore,72,19,74,15,48,20,64.67,98,88,83.56,Pass
MCK2184,Saudi Arabia,Middle East,Male,25,2021,MBA,Prince Sultan University Faculty of Engineering  ,No,Self Employed,Accountant,Finance,No,No,Panama,89,34,57,35,84,33,76.67,84,90,83.56,Pass
MCK2185,Ireland,Europe,Male,29,2021,MBA,Cork Institute of Technology  ,No,Self Employed,Data Analyst,Analytics,Yes,Yes,Egypt,78,17,81,19,51,17,70,74,94,79.33,Pass
MCK2186,Guatemala,Central and South America,Non-Binary,33,2023,Ph.D.,Universidad de Mixco  ,Yes,Employed,Accountant,Finance,Yes,Yes,Luxembourg,80,15,37,19,76,17,64.33,87,91,80.78,Pass
MCK2187,Malaysia,Asia Pacific,Female,20,2025,Undergraduate,International Islamic University Malaysia  ,Yes,Unemployed,Accountant,Finance,No,Yes,Guatemala,80,27,56,16,58,24,64.67,72,88,74.89,Fail
MCK2188,Austria,Europe,Female,28,2024,Masters,"University of Veterinary Medicine, Vienna  ",Yes,Employed,Communications Specialist - Sustainability,Communications,Yes,No,Greece,70,23,61,28,74,20,68.33,91,88,82.44,Pass
MCK2189,Kazakhstan,Asia Pacific,Non-Binary,29,2020,Masters,Kazakh University of International Relations and World Languages  ,Yes,Self Employed,Junior Associate,Consulting,Yes,Yes,Peru,100,20,73,24,61,18,78,82,99,86.33,Pass
MCK2190,France,Europe,Female,34,2024,Medical Doctor,Université de Reims Champagne-Ardenne  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,Yes,No,New Zealand,84,29,73,20,60,29,72.33,67,86,75.11,Pass
MCK2191,France,Europe,Male,23,2025,Masters,Université de Saint-Étienne  ,Yes,Self Employed,Data Analyst,Analytics,Yes,No,Sri Lanka,86,24,38,22,60,18,61.33,87,97,81.78,Pass
MCK2192,Belgium,Europe,Female,22,2023,Undergraduate,University of Antwerp  ,No,Employed,Finance Analyst,Finance,Yes,No,Austria,54,29,57,25,63,21,58,99,100,85.67,Pass
MCK2193,Turkey,Europe,Non-Binary,26,2018,MBA,University of Yeditepe  ,Yes,Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Egypt,69,19,72,20,71,17,70.67,96,98,88.22,Pass
MCK2194,Luxembourg,Europe,Non-Binary,27,2018,Masters,United Business Institutes Luxembourg  ,No,Self Employed,Communications Specialist - Sustainability,Communications,Yes,No,Ireland,87,25,84,28,100,27,90.33,82,66,79.44,Pass
MCK2195,India,Asia Pacific,Female,27,2021,Post-Ph.D.,Delhi University,No,Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Romania,73,18,68,18,68,17,69.67,87,90,82.22,Pass
MCK2196,Egypt,Middle East,Non-Binary,34,2019,Law,Ain Shams University  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,United States,90,16,72,15,60,28,74,75,98,82.33,Pass
MCK2197,Ecuador,Central and South America,Female,25,2024,Masters,Escuela Superior Politécnica del Litoral  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Azerbaijan,67,18,81,27,62,21,70,60,99,76.33,Pass
MCK2198,Malaysia,Asia Pacific,Female,28,2018,Masters,Universiti Malaysia Sarawak  ,Yes,Employed,Data Analyst,Analytics,Yes,No,Chile,73,25,70,27,68,16,70.33,61,99,76.78,Pass
MCK2199,Colombia,Central and South America,Female,23,2025,Masters,Universidad de Antioquia  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,No,No,Italy,98,30,75,35,57,30,76.67,94,88,86.22,Pass
MCK2200,Canada,North America,Non-Binary,16,2023,High School,Columbia College,No,Unemployed,Accountant,Finance,No,No,Uruguay,66,31,69,35,69,31,68,76,98,80.67,Pass
MCK2201,Thailand,Asia Pacific,Non-Binary,26,2019,MBA,Thailand University of the Arts  ,Yes,Employed,Accountant,Finance,Yes,No,Saudi Arabia,46,21,45,23,74,15,55,73,85,71,Fail
MCK2202,Greater China,Asia Pacific,Male,25,2024,Undergraduate,Southeast University  ,Yes,Employed,Consultant,Consulting,No,No,Pakistan,88,35,74,33,99,30,87,98,100,95,Pass
MCK2203,Saudi Arabia,Middle East,Male,18,2025,Undergraduate,King Khalid University Faculty of Engineering  ,Yes,Self Employed,Data Engineer,Analytics,No,No,Hungary,65,31,50,33,70,32,61.67,100,72,77.89,Pass
MCK2204,Panama,Central and South America,Female,31,2022,MBA,Latin American University of Science and Technology  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,Yes,Yes,Chile,50,16,60,24,67,15,59,73,85,72.33,Fail
MCK2205,Costa Rica,Central and South America,Female,29,2018,MBA,Universidad San Marcos  ,No,Student,Executive Assistant,Global Administration,Yes,Yes,Kazakhstan,87,15,74,19,75,18,78.67,75,90,81.22,Pass
MCK2206,Croatia,Europe,Female,31,2021,MBA,Veleučilište u Požegi  ,No,Unemployed,Executive Assistant,Global Administration,Yes,Yes,Austria,75,20,65,20,58,18,66,60,70,65.33,Fail
MCK2207,Switzerland,Europe,Male,20,2024,Undergraduate,University of Fribourg Faculty of Law  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,Argentina,74,19,60,22,69,20,67.67,60,61,62.89,Fail
MCK2208,Kuwait,Middle East,Female,19,2018,Undergraduate,American International University  ,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Israel,72,28,51,27,55,26,59.33,100,84,81.11,Pass
MCK2209,Belgium,Europe,Non-Binary,30,2019,Masters,Université de Liège  ,No,Student,Accountant,Finance,Yes,Yes,Singapore,72,19,69,22,44,17,61.67,71,70,67.56,Fail
MCK2210,Kazakhstan,Asia Pacific,Male,25,2021,Masters,Almaty Management University  ,Yes,Student,Accountant,Finance,Yes,Yes,South Africa,68,17,91,20,67,19,75.33,81,84,80.11,Pass
MCK2211,Angola,Africa,Male,28,2021,Masters,11 de Novembro University  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Thailand,77,15,88,25,75,17,80,69,63,70.67,Fail
MCK2212,Ethiopia,Africa,Non-Binary,23,2024,Undergraduate,University of Mekelle  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,Yes,No,Sri Lanka,80,22,46,30,75,18,67,77,75,73,Fail
MCK2213,Canada,North America,Female,21,2025,Undergraduate,University of Winnipeg  ,Yes,Employed,Finance Analyst,Finance,No,Yes,Kuwait,75,28,74,22,89,15,79.33,62,97,79.44,Pass
MCK2214,Kuwait,Middle East,Female,26,2023,MBA,College of Aviation Technology  ,Yes,Self Employed,Junior Associate,Consulting,No,No,Kuwait,75,32,66,35,42,34,61,65,74,66.67,Fail
MCK2215,Japan,Asia Pacific,Female,18,2021,Undergraduate,International University of Japan  ,No,Employed,Data Engineer,Analytics,Yes,No,Panama,41,17,76,24,33,15,50,66,75,63.67,Fail
MCK2216,Canada,North America,Non-Binary,30,2022,Masters,Université du Québec à Trois-Rivières (UQTR)  ,No,Unemployed,Junior Associate,Consulting,No,Yes,Saudi Arabia,80,23,57,20,88,24,75,60,94,76.33,Pass
MCK2217,Mexico,North America,Non-Binary,25,2018,Masters,Universidad Anáhuac México  ,Yes,Employed,Accountant,Finance,Yes,Yes,South Africa,74,17,87,19,67,18,76,77,95,82.67,Pass
MCK2218,Italy,Europe,Non-Binary,23,2023,Undergraduate,University of Insubria  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Philippines,92,15,38,25,35,15,55,75,99,76.33,Pass
MCK2219,Italy,Europe,Non-Binary,22,2020,Undergraduate,University of La Sapienza  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Azerbaijan,75,18,39,18,69,18,61,95,64,73.33,Fail
MCK2220,Ecuador,Central and South America,Female,27,2024,MBA,Universidad Técnica de Ambato  ,Yes,Unemployed,Office Services Administrator,Global Administration,No,Yes,Spain,69,25,69,26,54,28,64,67,83,71.33,Fail
MCK2221,Kuwait,Middle East,Non-Binary,25,2023,Masters,Kuwait University  ,No,Student,Data Analyst,Analytics,No,No,Czech Republic,81,33,73,35,67,35,73.67,71,89,77.89,Pass
MCK2222,Nigeria,Africa,Female,26,2022,Masters,Ekiti State University  ,Yes,Self Employed,Finance Analyst,Finance,Yes,No,Australia,82,28,45,28,64,24,63.67,78,91,77.56,Pass
MCK2223,Angola,Africa,Female,31,2022,MBA,Katyavala Bwila University  ,Yes,Student,Junior Associate,Consulting,No,Yes,South Korea,55,29,95,16,88,15,79.33,88,64,77.11,Pass
MCK2224,Kazakhstan,Asia Pacific,Male,26,2018,Masters,Turan University  ,Yes,Unemployed,Finance Analyst,Finance,No,Yes,Australia,100,18,78,24,60,24,79.33,94,100,91.11,Pass
MCK2225,Finland,Europe,Female,29,2022,MBA,University of Applied Sciences Seinäjoki  ,Yes,Student,Finance Analyst,Finance,Yes,Yes,Portugal,52,15,54,24,77,19,61,65,75,67,Fail
MCK2226,Argentina,Central and South America,Non-Binary,20,2023,Undergraduate,University of San Andrés  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,No,United Arab Emirates,71,31,26,33,81,35,59.33,97,86,80.78,Pass
MCK2227,Egypt,Middle East,Female,29,2024,Masters,Fayoum University  ,No,Employed,Consultant,Consulting,Yes,No,Bahrain,51,26,54,25,96,29,67,67,65,66.33,Fail
MCK2228,United Arab Emirates,Middle East,Non-Binary,34,2020,Ph.D.,Heriot-Watt University,No,Student,Business Presentation Designer,Visual Graphics & Media,Yes,No,Chile,76,21,76,27,75,29,75.67,76,88,79.89,Pass
MCK2229,South Korea,Asia Pacific,Non-Binary,29,2021,Masters,Korea National University of Arts  ,Yes,Self Employed,Junior Associate,Consulting,Yes,No,Azerbaijan,60,25,71,30,69,22,66.67,85,79,76.89,Pass
MCK2230,South Africa,Africa,Female,26,2018,MBA,University of Johannesburg Business School  ,Yes,Student,Data Engineer,Analytics,No,No,Argentina,53,35,35,34,76,30,54.67,75,69,66.22,Fail
MCK2231,Belgium,Europe,Female,25,2020,MBA,Université de Namur  ,Yes,Student,Executive Assistant,Global Administration,No,Yes,India,100,26,44,19,56,25,66.67,76,81,74.56,Fail
MCK2232,New Zealand,Asia Pacific,Female,21,2020,Undergraduate,University of Waikato  ,No,Student,Director of Public Affairs - US Federal,Communications,Yes,Yes,Ireland,81,15,40,18,100,16,73.67,76,64,71.22,Fail
MCK2233,Italy,Europe,Non-Binary,24,2021,Masters,University of Roma Tor Vergata  ,No,Employed,Accountant,Finance,No,Yes,Switzerland,62,16,53,28,58,15,57.67,88,90,78.56,Pass
MCK2234,Greater China,Asia Pacific,Female,31,2024,MBA,Chongqing University  ,No,Unemployed,Finance Analyst,Finance,Yes,No,Nigeria,89,22,92,22,59,24,80,71,71,74,Fail
MCK2235,Ecuador,Central and South America,Female,25,2025,Undergraduate,Universidad Técnica del Norte  ,Yes,Student,Junior Associate,Consulting,No,Yes,Morocco,88,26,40,20,84,24,70.67,80,99,83.22,Pass
MCK2236,Norway,Europe,Male,25,2020,MBA,University of Agder  ,No,Student,Data Analyst,Analytics,Yes,No,Ethiopia,100,20,82,27,72,16,84.67,96,77,85.89,Pass
MCK2237,Chile,Central and South America,Male,23,2019,Masters,Universidad de Santiago de Chile  ,No,Student,Data Engineer,Analytics,Yes,No,Poland,60,17,60,25,65,28,61.67,75,87,74.56,Fail
MCK2238,United States,North America,Female,24,2023,Undergraduate,Dartmouth College  ,Yes,Employed,Office Services Administrator,Global Administration,No,Yes,Romania,68,20,63,26,69,22,66.67,84,100,83.56,Pass
MCK2239,Kuwait,Middle East,Female,32,2019,MBA,Gulf University for Science and Technology  ,No,Student,Communications Specialist - Sustainability,Communications,No,Yes,Ireland,86,24,71,21,69,18,75.33,74,75,74.78,Fail
MCK2240,New Zealand,Asia Pacific,Male,31,2018,MBA,Massey University  ,No,Employed,Office Services Administrator,Global Administration,No,Yes,Ethiopia,81,23,80,30,62,17,74.33,61,75,70.11,Fail
MCK2241,Nigeria,Africa,Non-Binary,25,2019,Undergraduate,University of Delta  ,Yes,Employed,Junior Associate,Consulting,Yes,No,Poland,75,29,45,20,77,28,65.67,76,78,73.22,Fail
MCK2242,Angola,Africa,Non-Binary,18,2023,Undergraduate,José Eduardo dos Santos University  ,No,Self Employed,Data Analyst,Analytics,No,Yes,Netherlands,78,19,67,27,55,15,66.67,62,82,70.22,Fail
MCK2243,Croatia,Europe,Male,25,2023,Masters,Veleučilište u Karlovcu  ,No,Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Finland,86,23,62,24,85,24,77.67,64,75,72.22,Fail
MCK2244,Canada,North America,Non-Binary,29,2020,Medical Doctor,Université de Laval  ,No,Employed,Finance Analyst,Finance,Yes,No,Colombia,68,22,70,28,77,16,71.67,84,66,73.89,Fail
MCK2245,United States,North America,Female,32,2018,MBA,Duke University,No,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Norway,98,16,58,19,62,15,72.67,80,98,83.56,Pass
MCK2246,Israel,Europe,Male,28,2019,Masters,The University of the Negev  ,No,Student,Consultant,Consulting,No,No,Malaysia,68,35,43,34,62,34,57.67,63,90,70.22,Fail
MCK2247,Guatemala,Central and South America,Male,23,2018,Masters,Universidad San Ignacio de Loyola  ,Yes,Student,Communications Specialist - Sustainability,Communications,Yes,No,Canada,40,19,81,21,99,27,73.33,95,82,83.44,Pass
MCK2248,Ethiopia,Africa,Non-Binary,35,2022,Post-Ph.D.,Addis Ababa University  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,No,No,Norway,73,34,67,33,72,35,70.67,86,100,85.56,Pass
MCK2249,Malaysia,Asia Pacific,Male,24,2021,MBA,Universiti Malaysia Sabah  ,Yes,Unemployed,Accountant,Finance,Yes,Yes,Guatemala,55,17,75,21,88,18,72.67,80,80,77.56,Pass
MCK2250,United States,North America,Male,22,2023,Masters,University of Texas at Austin,Yes,Employed,Communications Specialist - Sustainability,Communications,No,Yes,Nigeria,59,28,65,27,66,26,63.33,88,91,80.78,Pass
MCK2251,Poland,Europe,Female,35,2025,Ph.D.,University of Gdańsk  ,No,Student,Accountant,Finance,No,Yes,Pakistan,93,19,59,15,69,16,73.67,85,87,81.89,Pass
MCK2252,Costa Rica,Central and South America,Male,30,2024,MBA,Universidad Santa Paula  ,No,Self Employed,Executive Assistant,Global Administration,No,No,Ethiopia,100,33,41,35,74,30,71.67,96,91,86.22,Pass
MCK2253,Israel,Europe,Male,16,2022,High School,The School of Jewish Studies  ,Yes,Employed,Accountant,Finance,Yes,No,Colombia,76,17,51,25,100,15,75.67,60,83,72.89,Fail
MCK2254,Mexico,North America,Male,25,2022,Masters,Universidad Panamericana  ,No,Employed,Finance Analyst,Finance,No,No,Azerbaijan,80,32,70,33,82,35,77.33,88,93,86.11,Pass
MCK2255,Denmark,Europe,Male,35,2025,Ph.D.,Den Danske Scenekunstskole  ,No,Student,Communications Specialist - Sustainability,Communications,Yes,No,Egypt,70,18,79,26,86,26,78.33,74,83,78.44,Pass
MCK2256,South Korea,Asia Pacific,Female,30,2021,MBA,University of Korea  ,No,Student,Executive Assistant,Global Administration,No,Yes,Uruguay,73,15,74,17,89,22,78.67,96,80,84.89,Pass
MCK2257,Saudi Arabia,Middle East,Male,32,2022,MBA,Qassim University Faculty of Engineering  ,Yes,Unemployed,Office Services Administrator,Global Administration,No,No,Finland,87,31,47,34,69,35,67.67,71,80,72.89,Fail
MCK2258,Israel,Europe,Non-Binary,20,2024,Undergraduate,Kiryat Ono College  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,South Africa,82,18,64,20,59,19,68.33,84,95,82.44,Pass
MCK2259,Ireland,Europe,Male,18,2018,Undergraduate,Athlone Institute of Technology  ,No,Unemployed,Executive Assistant,Global Administration,Yes,Yes,Argentina,71,20,65,23,47,18,61,61,79,67,Fail
MCK2260,Croatia,Europe,Male,32,2020,Law,Veleučilište u Bjelovaru  ,Yes,Employed,Accountant,Finance,Yes,No,Germany,75,26,70,25,74,29,73,73,98,81.33,Pass
MCK2261,Dominican Republic,Central and South America,Non-Binary,24,2024,Masters,Universidad Tecnológica de Santiago  ,Yes,Employed,Executive Assistant,Global Administration,Yes,No,Sri Lanka,62,26,50,29,92,18,68,77,75,73.33,Fail
MCK2262,France,Europe,Male,29,2023,MBA,Université de Franche-Comté  ,Yes,Self Employed,Accountant,Finance,No,Yes,Panama,61,28,78,30,61,21,66.67,90,72,76.22,Pass
MCK2263,Netherlands,Europe,Male,23,2019,Ph.D.,Radboud University  ,No,Unemployed,Data Engineer,Analytics,Yes,No,Croatia,92,17,68,21,65,24,75,77,94,82,Pass
MCK2264,United States,North America,Non-Binary,22,2023,Masters,"University of California, San Diego (UCSD)",Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Ethiopia,49,16,66,20,73,25,62.67,80,93,78.56,Pass
MCK2265,Ukraine,Europe,Non-Binary,25,2021,Undergraduate,Lviv National Agrarian University  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,Yes,Yes,Ecuador,81,18,68,21,50,20,66.33,82,79,75.78,Pass
MCK2266,Nigeria,Africa,Female,27,2022,MBA,University of Sokoto  ,Yes,Self Employed,Office Services Administrator,Global Administration,No,Yes,Romania,81,16,71,22,81,21,77.67,91,64,77.56,Pass
MCK2267,Mexico,North America,Female,27,2019,Masters,Universidad Iberoamericana  ,Yes,Unemployed,Junior Associate,Consulting,No,No,Germany,56,32,77,35,76,30,69.67,96,73,79.56,Pass
MCK2268,Vietnam,Asia Pacific,Male,24,2024,Medical Doctor,University of Danang,Yes,Employed,Finance Analyst,Finance,Yes,Yes,India,83,18,47,25,81,19,70.33,92,88,83.44,Pass
MCK2269,France,Europe,Male,28,2025,Medical Doctor,Université de la Rochelle  ,Yes,Self Employed,Accountant,Finance,No,Yes,Greater China,49,29,47,30,89,25,61.67,99,64,74.89,Fail
MCK2270,United Kingdom,Europe,Non-Binary,18,2020,Undergraduate,King's College,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,No,No,Ethiopia,86,33,64,35,84,35,78,61,86,75,Pass
